index,Interval_Start,Interval_End,Consumption_kW,Hour,Time,Date,Adjusted_Consumption_kWh,Price (Kč/MWh),Price_kWh,Month,DayOfWeek,Cost on SPOT,Cost on FORWARD,Price_difference,Moving_Average,YearMonth
0,2024-01-01 00:00:00,2024-01-01 00:15:00,242,1,00:00:00,2024-01-01,60.5,2.47,0.00247,1,0,0.149435,151.25,151.100565,,2024-01
1,2024-01-01 00:15:00,2024-01-01 00:30:00,254,1,00:15:00,2024-01-01,63.5,2.47,0.00247,1,0,0.156845,158.75,158.593155,,2024-01
2,2024-01-01 00:30:00,2024-01-01 00:45:00,252,1,00:30:00,2024-01-01,63.0,2.47,0.00247,1,0,0.15561,157.5,157.34439,,2024-01
3,2024-01-01 00:45:00,2024-01-01 01:00:00,251,1,00:45:00,2024-01-01,62.75,2.47,0.00247,1,0,0.1549925,156.875,156.7200075,,2024-01
4,2024-01-01 01:00:00,2024-01-01 01:15:00,243,2,01:00:00,2024-01-01,60.75,0.25,0.00025,1,0,0.0151875,151.875,151.8598125,,2024-01
5,2024-01-01 01:15:00,2024-01-01 01:30:00,242,2,01:15:00,2024-01-01,60.5,0.25,0.00025,1,0,0.015125,151.25,151.234875,,2024-01
6,2024-01-01 01:30:00,2024-01-01 01:45:00,251,2,01:30:00,2024-01-01,62.75,0.25,0.00025,1,0,0.0156875,156.875,156.8593125,1.518571428571429,2024-01
7,2024-01-01 01:45:00,2024-01-01 02:00:00,255,2,01:45:00,2024-01-01,63.75,0.25,0.00025,1,0,0.0159375,159.375,159.3590625,1.2014285714285715,2024-01
8,2024-01-01 02:00:00,2024-01-01 02:15:00,243,3,02:00:00,2024-01-01,60.75,0.5,0.0005,1,0,0.030375,151.875,151.844625,0.92,2024-01
9,2024-01-01 02:15:00,2024-01-01 02:30:00,244,3,02:15:00,2024-01-01,61.0,0.5,0.0005,1,0,0.0305,152.5,152.4695,0.6385714285714287,2024-01
10,2024-01-01 02:30:00,2024-01-01 02:45:00,247,3,02:30:00,2024-01-01,61.75,0.5,0.0005,1,0,0.030875,154.375,154.344125,0.3571428571428571,2024-01
11,2024-01-01 02:45:00,2024-01-01 03:00:00,253,3,02:45:00,2024-01-01,63.25,0.5,0.0005,1,0,0.031625,158.125,158.093375,0.3928571428571428,2024-01
12,2024-01-01 03:00:00,2024-01-01 03:15:00,254,4,03:00:00,2024-01-01,63.5,0.0,0.0,1,0,0.0,158.75,158.75,0.3571428571428571,2024-01
13,2024-01-01 03:15:00,2024-01-01 03:30:00,247,4,03:15:00,2024-01-01,61.75,0.0,0.0,1,0,0.0,154.375,154.375,0.3214285714285714,2024-01
14,2024-01-01 03:30:00,2024-01-01 03:45:00,245,4,03:30:00,2024-01-01,61.25,0.0,0.0,1,0,0.0,153.125,153.125,0.2857142857142857,2024-01
15,2024-01-01 03:45:00,2024-01-01 04:00:00,249,4,03:45:00,2024-01-01,62.25,0.0,0.0,1,0,0.0,155.625,155.625,0.2142857142857142,2024-01
16,2024-01-01 04:00:00,2024-01-01 04:15:00,254,5,04:00:00,2024-01-01,63.5,-0.25,-0.00025,1,0,-0.015875,158.75,158.765875,0.1071428571428571,2024-01
17,2024-01-01 04:15:00,2024-01-01 04:30:00,254,5,04:15:00,2024-01-01,63.5,-0.25,-0.00025,1,0,-0.015875,158.75,158.765875,0.0,2024-01
18,2024-01-01 04:30:00,2024-01-01 04:45:00,245,5,04:30:00,2024-01-01,61.25,-0.25,-0.00025,1,0,-0.0153125,153.125,153.1403125,-0.1071428571428571,2024-01
19,2024-01-01 04:45:00,2024-01-01 05:00:00,255,5,04:45:00,2024-01-01,63.75,-0.25,-0.00025,1,0,-0.0159375,159.375,159.3909375,-0.1428571428571428,2024-01
20,2024-01-01 05:00:00,2024-01-01 05:15:00,269,6,05:00:00,2024-01-01,67.25,-0.25,-0.00025,1,0,-0.0168125,168.125,168.1418125,-0.1785714285714285,2024-01
21,2024-01-01 05:15:00,2024-01-01 05:30:00,270,6,05:15:00,2024-01-01,67.5,-0.25,-0.00025,1,0,-0.016875,168.75,168.766875,-0.2142857142857142,2024-01
22,2024-01-01 05:30:00,2024-01-01 05:45:00,273,6,05:30:00,2024-01-01,68.25,-0.25,-0.00025,1,0,-0.0170625,170.625,170.6420625,-0.25,2024-01
23,2024-01-01 05:45:00,2024-01-01 06:00:00,274,6,05:45:00,2024-01-01,68.5,-0.25,-0.00025,1,0,-0.017125,171.25,171.267125,-0.25,2024-01
24,2024-01-01 06:00:00,2024-01-01 06:15:00,285,7,06:00:00,2024-01-01,71.25,0.0,0.0,1,0,0.0,178.125,178.125,-0.2142857142857142,2024-01
25,2024-01-01 06:15:00,2024-01-01 06:30:00,287,7,06:15:00,2024-01-01,71.75,0.0,0.0,1,0,0.0,179.375,179.375,-0.1785714285714285,2024-01
26,2024-01-01 06:30:00,2024-01-01 06:45:00,299,7,06:30:00,2024-01-01,74.75,0.0,0.0,1,0,0.0,186.875,186.875,-0.1428571428571428,2024-01
27,2024-01-01 06:45:00,2024-01-01 07:00:00,305,7,06:45:00,2024-01-01,76.25,0.0,0.0,1,0,0.0,190.625,190.625,-0.1071428571428571,2024-01
28,2024-01-01 07:00:00,2024-01-01 07:15:00,322,8,07:00:00,2024-01-01,80.5,0.0,0.0,1,0,0.0,201.25,201.25,-0.0714285714285714,2024-01
29,2024-01-01 07:15:00,2024-01-01 07:30:00,314,8,07:15:00,2024-01-01,78.5,0.0,0.0,1,0,0.0,196.25,196.25,-0.0357142857142857,2024-01
30,2024-01-01 07:30:00,2024-01-01 07:45:00,310,8,07:30:00,2024-01-01,77.5,0.0,0.0,1,0,0.0,193.75,193.75,0.0,2024-01
31,2024-01-01 07:45:00,2024-01-01 08:00:00,315,8,07:45:00,2024-01-01,78.75,0.0,0.0,1,0,0.0,196.875,196.875,0.0,2024-01
32,2024-01-01 08:00:00,2024-01-01 08:15:00,311,9,08:00:00,2024-01-01,77.75,0.0,0.0,1,0,0.0,194.375,194.375,0.0,2024-01
33,2024-01-01 08:15:00,2024-01-01 08:30:00,306,9,08:15:00,2024-01-01,76.5,0.0,0.0,1,0,0.0,191.25,191.25,0.0,2024-01
34,2024-01-01 08:30:00,2024-01-01 08:45:00,302,9,08:30:00,2024-01-01,75.5,0.0,0.0,1,0,0.0,188.75,188.75,0.0,2024-01
35,2024-01-01 08:45:00,2024-01-01 09:00:00,308,9,08:45:00,2024-01-01,77.0,0.0,0.0,1,0,0.0,192.5,192.5,0.0,2024-01
36,2024-01-01 09:00:00,2024-01-01 09:15:00,277,10,09:00:00,2024-01-01,69.25,0.99,0.00099,1,0,0.0685575,173.125,173.0564425,0.1414285714285714,2024-01
37,2024-01-01 09:15:00,2024-01-01 09:30:00,278,10,09:15:00,2024-01-01,69.5,0.99,0.00099,1,0,0.068805,173.75,173.681195,0.2828571428571428,2024-01
38,2024-01-01 09:30:00,2024-01-01 09:45:00,285,10,09:30:00,2024-01-01,71.25,0.99,0.00099,1,0,0.0705375,178.125,178.0544625,0.4242857142857142,2024-01
39,2024-01-01 09:45:00,2024-01-01 10:00:00,279,10,09:45:00,2024-01-01,69.75,0.99,0.00099,1,0,0.0690525,174.375,174.3059475,0.5657142857142857,2024-01
40,2024-01-01 10:00:00,2024-01-01 10:15:00,273,11,10:00:00,2024-01-01,68.25,1.48,0.00148,1,0,0.10101,170.625,170.52399,0.777142857142857,2024-01
41,2024-01-01 10:15:00,2024-01-01 10:30:00,275,11,10:15:00,2024-01-01,68.75,1.48,0.00148,1,0,0.10175,171.875,171.77325,0.9885714285714284,2024-01
42,2024-01-01 10:30:00,2024-01-01 10:45:00,273,11,10:30:00,2024-01-01,68.25,1.48,0.00148,1,0,0.10101,170.625,170.52399,1.2,2024-01
43,2024-01-01 10:45:00,2024-01-01 11:00:00,287,11,10:45:00,2024-01-01,71.75,1.48,0.00148,1,0,0.1061899999999999,179.375,179.26881,1.27,2024-01
44,2024-01-01 11:00:00,2024-01-01 11:15:00,275,12,11:00:00,2024-01-01,68.75,13.35,0.0133499999999999,1,0,0.9178125,171.875,170.9571875,3.0357142857142856,2024-01
45,2024-01-01 11:15:00,2024-01-01 11:30:00,270,12,11:15:00,2024-01-01,67.5,13.35,0.0133499999999999,1,0,0.901125,168.75,167.848875,4.801428571428572,2024-01
46,2024-01-01 11:30:00,2024-01-01 11:45:00,271,12,11:30:00,2024-01-01,67.75,13.35,0.0133499999999999,1,0,0.9044625,169.375,168.4705375,6.567142857142857,2024-01
47,2024-01-01 11:45:00,2024-01-01 12:00:00,278,12,11:45:00,2024-01-01,69.5,13.35,0.0133499999999999,1,0,0.927825,173.75,172.822175,8.262857142857143,2024-01
48,2024-01-01 12:00:00,2024-01-01 12:15:00,277,13,12:00:00,2024-01-01,69.25,55.38,0.05538,1,0,3.835065,173.125,169.289935,15.962857142857144,2024-01
49,2024-01-01 12:15:00,2024-01-01 12:30:00,280,13,12:15:00,2024-01-01,70.0,55.38,0.05538,1,0,3.8766,175.0,171.1234,23.662857142857145,2024-01
50,2024-01-01 12:30:00,2024-01-01 12:45:00,274,13,12:30:00,2024-01-01,68.5,55.38,0.05538,1,0,3.793530000000001,171.25,167.45647,31.362857142857145,2024-01
51,2024-01-01 12:45:00,2024-01-01 13:00:00,271,13,12:45:00,2024-01-01,67.75,55.38,0.05538,1,0,3.751995,169.375,165.623005,37.36714285714286,2024-01
52,2024-01-01 13:00:00,2024-01-01 13:15:00,278,14,13:00:00,2024-01-01,69.5,62.55,0.06255,1,0,4.347225,173.75,169.402775,44.39571428571429,2024-01
53,2024-01-01 13:15:00,2024-01-01 13:30:00,277,14,13:15:00,2024-01-01,69.25,62.55,0.06255,1,0,4.3315875,173.125,168.7934125,51.42428571428572,2024-01
54,2024-01-01 13:30:00,2024-01-01 13:45:00,273,14,13:30:00,2024-01-01,68.25,62.55,0.06255,1,0,4.2690375,170.625,166.3559625,58.45285714285715,2024-01
55,2024-01-01 13:45:00,2024-01-01 14:00:00,277,14,13:45:00,2024-01-01,69.25,62.55,0.06255,1,0,4.3315875,173.125,168.7934125,59.47714285714285,2024-01
56,2024-01-01 14:00:00,2024-01-01 14:15:00,269,15,14:00:00,2024-01-01,67.25,120.91,0.1209099999999999,1,0,8.131197499999999,168.125,159.99380250000002,68.83857142857143,2024-01
57,2024-01-01 14:15:00,2024-01-01 14:30:00,277,15,14:15:00,2024-01-01,69.25,120.91,0.1209099999999999,1,0,8.3730175,173.125,164.7519825,78.2,2024-01
58,2024-01-01 14:30:00,2024-01-01 14:45:00,282,15,14:30:00,2024-01-01,70.5,120.91,0.1209099999999999,1,0,8.524154999999999,176.25,167.725845,87.56142857142858,2024-01
59,2024-01-01 14:45:00,2024-01-01 15:00:00,282,15,14:45:00,2024-01-01,70.5,120.91,0.1209099999999999,1,0,8.524154999999999,176.25,167.725845,95.89857142857144,2024-01
60,2024-01-01 15:00:00,2024-01-01 15:15:00,307,16,15:00:00,2024-01-01,76.75,594.39,0.59439,1,0,45.6194325,191.875,146.25556749999998,171.8757142857143,2024-01
61,2024-01-01 15:15:00,2024-01-01 15:30:00,309,16,15:15:00,2024-01-01,77.25,594.39,0.59439,1,0,45.9166275,193.125,147.2083725,247.85285714285715,2024-01
62,2024-01-01 15:30:00,2024-01-01 15:45:00,313,16,15:30:00,2024-01-01,78.25,594.39,0.59439,1,0,46.5110175,195.625,149.1139825,323.83,2024-01
63,2024-01-01 15:45:00,2024-01-01 16:00:00,313,16,15:45:00,2024-01-01,78.25,594.39,0.59439,1,0,46.5110175,195.625,149.1139825,391.47,2024-01
64,2024-01-01 16:00:00,2024-01-01 16:15:00,272,17,16:00:00,2024-01-01,68.0,1217.95,1.21795,1,0,82.82060000000001,170.0,87.17939999999999,548.1899999999999,2024-01
65,2024-01-01 16:15:00,2024-01-01 16:30:00,269,17,16:15:00,2024-01-01,67.25,1217.95,1.21795,1,0,81.9071375,168.125,86.2178625,704.91,2024-01
66,2024-01-01 16:30:00,2024-01-01 16:45:00,263,17,16:30:00,2024-01-01,65.75,1217.95,1.21795,1,0,80.0802125,164.375,84.2947875,861.63,2024-01
67,2024-01-01 16:45:00,2024-01-01 17:00:00,273,17,16:45:00,2024-01-01,68.25,1217.95,1.21795,1,0,83.1250875,170.625,87.4999125,950.71,2024-01
68,2024-01-01 17:00:00,2024-01-01 17:15:00,270,18,17:00:00,2024-01-01,67.5,1414.52,1.41452,1,0,95.4801,168.75,73.2699,1067.8714285714284,2024-01
69,2024-01-01 17:15:00,2024-01-01 17:30:00,270,18,17:15:00,2024-01-01,67.5,1414.52,1.41452,1,0,95.4801,168.75,73.2699,1185.032857142857,2024-01
70,2024-01-01 17:30:00,2024-01-01 17:45:00,267,18,17:30:00,2024-01-01,66.75,1414.52,1.41452,1,0,94.41921,166.875,72.45579,1302.1942857142858,2024-01
71,2024-01-01 17:45:00,2024-01-01 18:00:00,271,18,17:45:00,2024-01-01,67.75,1414.52,1.41452,1,0,95.83373,169.375,73.54127,1330.2757142857142,2024-01
72,2024-01-01 18:00:00,2024-01-01 18:15:00,246,19,18:00:00,2024-01-01,61.5,1479.79,1.47979,1,0,91.007085,153.75,62.742915,1367.6814285714286,2024-01
73,2024-01-01 18:15:00,2024-01-01 18:30:00,247,19,18:15:00,2024-01-01,61.75,1479.79,1.47979,1,0,91.3770325,154.375,62.9979675,1405.087142857143,2024-01
74,2024-01-01 18:30:00,2024-01-01 18:45:00,245,19,18:30:00,2024-01-01,61.25,1479.79,1.47979,1,0,90.6371375,153.125,62.487862500000006,1442.4928571428572,2024-01
75,2024-01-01 18:45:00,2024-01-01 19:00:00,252,19,18:45:00,2024-01-01,63.0,1479.79,1.47979,1,0,93.22677,157.5,64.27323,1451.8171428571427,2024-01
76,2024-01-01 19:00:00,2024-01-01 19:15:00,250,20,19:00:00,2024-01-01,62.5,1353.94,1.35394,1,0,84.62125,156.25,71.62875,1443.162857142857,2024-01
77,2024-01-01 19:15:00,2024-01-01 19:30:00,246,20,19:15:00,2024-01-01,61.5,1353.94,1.35394,1,0,83.26731000000001,153.75,70.48268999999999,1434.5085714285713,2024-01
78,2024-01-01 19:30:00,2024-01-01 19:45:00,251,20,19:30:00,2024-01-01,62.75,1353.94,1.35394,1,0,84.95973500000001,156.875,71.91526499999999,1425.854285714286,2024-01
79,2024-01-01 19:45:00,2024-01-01 20:00:00,255,20,19:45:00,2024-01-01,63.75,1353.94,1.35394,1,0,86.313675,159.375,73.061325,1407.875714285714,2024-01
80,2024-01-01 20:00:00,2024-01-01 20:15:00,252,21,20:00:00,2024-01-01,63.0,1196.94,1.19694,1,0,75.40722000000001,157.5,82.09277999999999,1367.4685714285715,2024-01
81,2024-01-01 20:15:00,2024-01-01 20:30:00,249,21,20:15:00,2024-01-01,62.25,1196.94,1.19694,1,0,74.50951500000001,155.625,81.11548499999999,1327.061428571429,2024-01
82,2024-01-01 20:30:00,2024-01-01 20:45:00,247,21,20:30:00,2024-01-01,61.75,1196.94,1.19694,1,0,73.911045,154.375,80.463955,1286.6542857142856,2024-01
83,2024-01-01 20:45:00,2024-01-01 21:00:00,251,21,20:45:00,2024-01-01,62.75,1196.94,1.19694,1,0,75.10798500000001,156.875,81.76701499999999,1264.2257142857145,2024-01
84,2024-01-01 21:00:00,2024-01-01 21:15:00,251,22,21:00:00,2024-01-01,62.75,1045.13,1.04513,1,0,65.58190750000001,156.875,91.2930925,1220.11,2024-01
85,2024-01-01 21:15:00,2024-01-01 21:30:00,251,22,21:15:00,2024-01-01,62.75,1045.13,1.04513,1,0,65.58190750000001,156.875,91.2930925,1175.9942857142858,2024-01
86,2024-01-01 21:30:00,2024-01-01 21:45:00,251,22,21:30:00,2024-01-01,62.75,1045.13,1.04513,1,0,65.58190750000001,156.875,91.2930925,1131.8785714285716,2024-01
87,2024-01-01 21:45:00,2024-01-01 22:00:00,255,22,21:45:00,2024-01-01,63.75,1045.13,1.04513,1,0,66.62703750000001,159.375,92.7479625,1110.1914285714288,2024-01
88,2024-01-01 22:00:00,2024-01-01 22:15:00,247,23,22:00:00,2024-01-01,61.75,1145.26,1.14526,1,0,70.719805,154.375,83.655195,1102.8085714285714,2024-01
89,2024-01-01 22:15:00,2024-01-01 22:30:00,251,23,22:15:00,2024-01-01,62.75,1145.26,1.14526,1,0,71.865065,156.875,85.009935,1095.4257142857143,2024-01
90,2024-01-01 22:30:00,2024-01-01 22:45:00,244,23,22:30:00,2024-01-01,61.0,1145.26,1.14526,1,0,69.86086,152.5,82.63914,1088.0428571428572,2024-01
91,2024-01-01 22:45:00,2024-01-01 23:00:00,251,23,22:45:00,2024-01-01,62.75,1145.26,1.14526,1,0,71.865065,156.875,85.009935,1102.347142857143,2024-01
92,2024-01-01 23:00:00,2024-01-01 23:15:00,253,24,23:00:00,2024-01-01,63.25,878.97,0.87897,1,0,55.5948525,158.125,102.5301475,1078.61,2024-01
93,2024-01-01 23:15:00,2024-01-01 23:30:00,246,24,23:15:00,2024-01-01,61.5,878.97,0.87897,1,0,54.056655,153.75,99.693345,1054.8728571428571,2024-01
94,2024-01-01 23:30:00,2024-01-01 23:45:00,251,24,23:30:00,2024-01-01,62.75,878.97,0.87897,1,0,55.1553675,156.875,101.7196325,1031.1357142857144,2024-01
95,2024-01-01 23:45:00,2024-01-02 00:00:00,249,24,23:45:00,2024-01-01,62.25,878.97,0.87897,1,0,54.7158825,155.625,100.9091175,993.0942857142858,2024-01
96,2024-01-02 00:00:00,2024-01-02 00:15:00,249,1,00:00:00,2024-01-02,62.25,742.28,0.7422799999999999,1,1,46.20692999999999,155.625,109.41807,935.5257142857143,2024-01
97,2024-01-02 00:15:00,2024-01-02 00:30:00,248,1,00:15:00,2024-01-02,62.0,742.28,0.7422799999999999,1,1,46.02136,155.0,108.97864,877.9571428571428,2024-01
98,2024-01-02 00:30:00,2024-01-02 00:45:00,249,1,00:30:00,2024-01-02,62.25,742.28,0.7422799999999999,1,1,46.20692999999999,155.625,109.41807,820.3885714285714,2024-01
99,2024-01-02 00:45:00,2024-01-02 01:00:00,253,1,00:45:00,2024-01-02,63.25,742.28,0.7422799999999999,1,1,46.94921,158.125,111.17579,800.8614285714286,2024-01
100,2024-01-02 01:00:00,2024-01-02 01:15:00,243,2,01:00:00,2024-01-02,60.75,490.99,0.49099,1,1,29.8276425,151.875,122.0473575,745.4357142857143,2024-01
101,2024-01-02 01:15:00,2024-01-02 01:30:00,250,2,01:15:00,2024-01-02,62.5,490.99,0.49099,1,1,30.686875,156.25,125.563125,690.01,2024-01
102,2024-01-02 01:30:00,2024-01-02 01:45:00,246,2,01:30:00,2024-01-02,61.5,490.99,0.49099,1,1,30.195885,153.75,123.554115,634.5842857142858,2024-01
103,2024-01-02 01:45:00,2024-01-02 02:00:00,252,2,01:45:00,2024-01-02,63.0,490.99,0.49099,1,1,30.93237,157.5,126.56763,598.6857142857143,2024-01
104,2024-01-02 02:00:00,2024-01-02 02:15:00,250,3,02:00:00,2024-01-02,62.5,730.68,0.73068,1,1,45.6675,156.25,110.5825,597.0285714285714,2024-01
105,2024-01-02 02:15:00,2024-01-02 02:30:00,245,3,02:15:00,2024-01-02,61.25,730.68,0.73068,1,1,44.75415,153.125,108.37085,595.3714285714286,2024-01
106,2024-01-02 02:30:00,2024-01-02 02:45:00,244,3,02:30:00,2024-01-02,61.0,730.68,0.73068,1,1,44.57148,152.5,107.92852,593.7142857142857,2024-01
107,2024-01-02 02:45:00,2024-01-02 03:00:00,254,3,02:45:00,2024-01-02,63.5,730.68,0.73068,1,1,46.39818,158.75,112.35182,627.9557142857142,2024-01
108,2024-01-02 03:00:00,2024-01-02 03:15:00,251,4,03:00:00,2024-01-02,62.75,432.98,0.43298,1,1,27.169495,156.875,129.705505,619.6685714285715,2024-01
109,2024-01-02 03:15:00,2024-01-02 03:30:00,267,4,03:15:00,2024-01-02,66.75,432.98,0.43298,1,1,28.901415000000004,166.875,137.973585,611.3814285714286,2024-01
110,2024-01-02 03:30:00,2024-01-02 03:45:00,285,4,03:30:00,2024-01-02,71.25,432.98,0.43298,1,1,30.849825000000003,178.125,147.275175,603.0942857142857,2024-01
111,2024-01-02 03:45:00,2024-01-02 04:00:00,286,4,03:45:00,2024-01-02,71.5,432.98,0.43298,1,1,30.958070000000003,178.75,147.79193,560.5657142857143,2024-01
112,2024-01-02 04:00:00,2024-01-02 04:15:00,296,5,04:00:00,2024-01-02,74.0,260.43,0.26043,1,1,19.27182,185.0,165.72818,493.38714285714286,2024-01
113,2024-01-02 04:15:00,2024-01-02 04:30:00,286,5,04:15:00,2024-01-02,71.5,260.43,0.26043,1,1,18.620745,178.75,160.129255,426.2085714285714,2024-01
114,2024-01-02 04:30:00,2024-01-02 04:45:00,292,5,04:30:00,2024-01-02,73.0,260.43,0.26043,1,1,19.01139,182.5,163.48861,359.03000000000003,2024-01
115,2024-01-02 04:45:00,2024-01-02 05:00:00,282,5,04:45:00,2024-01-02,70.5,260.43,0.26043,1,1,18.360315,176.25,157.889685,334.38000000000005,2024-01
116,2024-01-02 05:00:00,2024-01-02 05:15:00,362,6,05:00:00,2024-01-02,90.5,696.61,0.6966100000000001,1,1,63.04320500000001,226.25,163.206795,372.0414285714286,2024-01
117,2024-01-02 05:15:00,2024-01-02 05:30:00,322,6,05:15:00,2024-01-02,80.5,696.61,0.6966100000000001,1,1,56.077105,201.25,145.17289499999998,409.7028571428572,2024-01
118,2024-01-02 05:30:00,2024-01-02 05:45:00,360,6,05:30:00,2024-01-02,90.0,696.61,0.6966100000000001,1,1,62.6949,225.0,162.3051,447.36428571428576,2024-01
119,2024-01-02 05:45:00,2024-01-02 06:00:00,347,6,05:45:00,2024-01-02,86.75,696.61,0.6966100000000001,1,1,60.43091750000001,216.875,156.44408249999998,509.6757142857144,2024-01
120,2024-01-02 06:00:00,2024-01-02 06:15:00,380,7,06:00:00,2024-01-02,95.0,1163.4,1.1634,1,1,110.523,237.5,126.977,638.6714285714286,2024-01
121,2024-01-02 06:15:00,2024-01-02 06:30:00,403,7,06:15:00,2024-01-02,100.75,1163.4,1.1634,1,1,117.21255,251.875,134.66245,767.6671428571428,2024-01
122,2024-01-02 06:30:00,2024-01-02 06:45:00,420,7,06:30:00,2024-01-02,105.0,1163.4,1.1634,1,1,122.157,262.5,140.34300000000002,896.6628571428572,2024-01
123,2024-01-02 06:45:00,2024-01-02 07:00:00,649,7,06:45:00,2024-01-02,162.25,1163.4,1.1634,1,1,188.76165,405.625,216.86335,963.3471428571428,2024-01
124,2024-01-02 07:00:00,2024-01-02 07:15:00,992,8,07:00:00,2024-01-02,248.0,1615.14,1.61514,1,1,400.55472,620.0,219.44528000000005,1094.5657142857144,2024-01
125,2024-01-02 07:15:00,2024-01-02 07:30:00,1098,8,07:15:00,2024-01-02,274.5,1615.14,1.61514,1,1,443.35593,686.25,242.89407,1225.784285714286,2024-01
126,2024-01-02 07:30:00,2024-01-02 07:45:00,1180,8,07:30:00,2024-01-02,295.0,1615.14,1.61514,1,1,476.4663,737.5,261.0337,1357.0028571428572,2024-01
127,2024-01-02 07:45:00,2024-01-02 08:00:00,1144,8,07:45:00,2024-01-02,286.0,1615.14,1.61514,1,1,461.93004,715.0,253.06996,1421.537142857143,2024-01
128,2024-01-02 08:00:00,2024-01-02 08:15:00,1017,9,08:00:00,2024-01-02,254.25,1760.04,1.76004,1,1,447.49017,635.625,188.13483,1506.7714285714287,2024-01
129,2024-01-02 08:15:00,2024-01-02 08:30:00,947,9,08:15:00,2024-01-02,236.75,1760.04,1.76004,1,1,416.68947,591.875,175.18553000000003,1592.0057142857142,2024-01
130,2024-01-02 08:30:00,2024-01-02 08:45:00,846,9,08:30:00,2024-01-02,211.5,1760.04,1.76004,1,1,372.24846,528.75,156.50153999999998,1677.24,2024-01
131,2024-01-02 08:45:00,2024-01-02 09:00:00,1008,9,08:45:00,2024-01-02,252.0,1760.04,1.76004,1,1,443.53008,630.0,186.46992,1697.94,2024-01
132,2024-01-02 09:00:00,2024-01-02 09:15:00,1056,10,09:00:00,2024-01-02,264.0,1731.9,1.7319,1,1,457.2216,660.0,202.7784,1714.62,2024-01
133,2024-01-02 09:15:00,2024-01-02 09:30:00,998,10,09:15:00,2024-01-02,249.5,1731.9,1.7319,1,1,432.10905,623.75,191.64095,1731.3,2024-01
134,2024-01-02 09:30:00,2024-01-02 09:45:00,831,10,09:30:00,2024-01-02,207.75,1731.9,1.7319,1,1,359.802225,519.375,159.57277499999998,1747.98,2024-01
135,2024-01-02 09:45:00,2024-01-02 10:00:00,786,10,09:45:00,2024-01-02,196.5,1731.9,1.7319,1,1,340.31835,491.25,150.93165,1743.9599999999998,2024-01
136,2024-01-02 10:00:00,2024-01-02 10:15:00,882,11,10:00:00,2024-01-02,220.5,1771.64,1.77164,1,1,390.64662,551.25,160.60338000000002,1745.617142857143,2024-01
137,2024-01-02 10:15:00,2024-01-02 10:30:00,977,11,10:15:00,2024-01-02,244.25,1771.64,1.77164,1,1,432.72307,610.625,177.90193,1747.2742857142855,2024-01
138,2024-01-02 10:30:00,2024-01-02 10:45:00,834,11,10:30:00,2024-01-02,208.5,1771.64,1.77164,1,1,369.38694,521.25,151.86306000000002,1748.9314285714286,2024-01
139,2024-01-02 10:45:00,2024-01-02 11:00:00,791,11,10:45:00,2024-01-02,197.75,1771.64,1.77164,1,1,350.34181,494.375,144.03319,1754.6085714285714,2024-01
140,2024-01-02 11:00:00,2024-01-02 11:15:00,891,12,11:00:00,2024-01-02,222.75,1859.52,1.85952,1,1,414.20808,556.875,142.66692,1772.84,2024-01
141,2024-01-02 11:15:00,2024-01-02 11:30:00,926,12,11:15:00,2024-01-02,231.5,1859.52,1.85952,1,1,430.47888,578.75,148.27112,1791.071428571429,2024-01
142,2024-01-02 11:30:00,2024-01-02 11:45:00,850,12,11:30:00,2024-01-02,212.5,1859.52,1.85952,1,1,395.148,531.25,136.10199999999998,1809.3028571428567,2024-01
143,2024-01-02 11:45:00,2024-01-02 12:00:00,825,12,11:45:00,2024-01-02,206.25,1859.52,1.85952,1,1,383.526,515.625,132.099,1821.857142857143,2024-01
144,2024-01-02 12:00:00,2024-01-02 12:15:00,937,13,12:00:00,2024-01-02,234.25,1967.64,1.96764,1,1,460.91967,585.625,124.70533,1849.857142857143,2024-01
145,2024-01-02 12:15:00,2024-01-02 12:30:00,957,13,12:15:00,2024-01-02,239.25,1967.64,1.96764,1,1,470.75787,598.125,127.36712999999996,1877.8571428571431,2024-01
146,2024-01-02 12:30:00,2024-01-02 12:45:00,868,13,12:30:00,2024-01-02,217.0,1967.64,1.96764,1,1,426.97788,542.5,115.52211999999996,1905.857142857143,2024-01
147,2024-01-02 12:45:00,2024-01-02 13:00:00,790,13,12:45:00,2024-01-02,197.5,1967.64,1.96764,1,1,388.6089,493.75,105.1411,1921.302857142857,2024-01
148,2024-01-02 13:00:00,2024-01-02 13:15:00,906,14,13:00:00,2024-01-02,226.5,1989.86,1.98986,1,1,450.70329,566.25,115.54671000000002,1939.9228571428573,2024-01
149,2024-01-02 13:15:00,2024-01-02 13:30:00,901,14,13:15:00,2024-01-02,225.25,1989.86,1.98986,1,1,448.215965,563.125,114.90903500000002,1958.5428571428567,2024-01
150,2024-01-02 13:30:00,2024-01-02 13:45:00,870,14,13:30:00,2024-01-02,217.5,1989.86,1.98986,1,1,432.79455,543.75,110.95544999999998,1977.162857142857,2024-01
151,2024-01-02 13:45:00,2024-01-02 14:00:00,749,14,13:45:00,2024-01-02,187.25,1989.86,1.98986,1,1,372.601285,468.125,95.52371499999998,1980.337142857143,2024-01
152,2024-01-02 14:00:00,2024-01-02 14:15:00,848,15,14:00:00,2024-01-02,212.0,2028.61,2.02861,1,1,430.06532,530.0,99.93468,1989.0471428571425,2024-01
